Class ID,class,order,family,genus,species,image count
398,Insecta,Odonata,Coenagrionidae,Enallagma,durum,502
399,Insecta,Odonata,Coenagrionidae,Enallagma,aspersum,2064
400,Insecta,Odonata,Coenagrionidae,Enallagma,divagans,560
401,Insecta,Odonata,Coenagrionidae,Enallagma,traviatum,748
402,Insecta,Odonata,Coenagrionidae,Enallagma,geminatum,2537
403,Insecta,Odonata,Coenagrionidae,Enallagma,civile,8653
404,Insecta,Odonata,Coenagrionidae,Enallagma,hageni,761
405,Insecta,Odonata,Coenagrionidae,Enallagma,carunculatum,2237
406,Insecta,Odonata,Coenagrionidae,Enallagma,vesperum,796
407,Insecta,Odonata,Coenagrionidae,Enallagma,ebrium,864
408,Insecta,Odonata,Coenagrionidae,Enallagma,signatum,3355
409,Insecta,Odonata,Coenagrionidae,Enallagma,basidens,3503
410,Insecta,Odonata,Coenagrionidae,Erythromma,najas,1516
411,Insecta,Odonata,Coenagrionidae,Erythromma,viridulum,1004
412,Insecta,Odonata,Coenagrionidae,Ischnura,denticollis,610
413,Insecta,Odonata,Coenagrionidae,Ischnura,elegans,7508
414,Insecta,Odonata,Coenagrionidae,Ischnura,kellicotti,829
415,Insecta,Odonata,Coenagrionidae,Ischnura,heterosticta,3335
416,Insecta,Odonata,Coenagrionidae,Ischnura,hastata,3096
417,Insecta,Odonata,Coenagrionidae,Ischnura,posita,11874
418,Insecta,Odonata,Coenagrionidae,Ischnura,verticalis,11884
419,Insecta,Odonata,Coenagrionidae,Ischnura,perparva,864
420,Insecta,Odonata,Coenagrionidae,Ischnura,aurora,1664
421,Insecta,Odonata,Coenagrionidae,Ischnura,cervula,4699
422,Insecta,Odonata,Coenagrionidae,Ischnura,ramburii,6607
423,Insecta,Odonata,Coenagrionidae,Ischnura,senegalensis,3224
424,Insecta,Odonata,Coenagrionidae,Nehalennia,irene,1387
425,Insecta,Odonata,Coenagrionidae,Nehalennia,gracilis,416
426,Insecta,Odonata,Coenagrionidae,Pseudagrion,pilidorsum,308
427,Insecta,Odonata,Coenagrionidae,Pseudagrion,microcephalum,1809
428,Insecta,Odonata,Coenagrionidae,Pyrrhosoma,nymphula,3722
429,Insecta,Odonata,Coenagrionidae,Telebasis,salva,2076
430,Insecta,Odonata,Coenagrionidae,Xanthagrion,erythroneurum,1006
431,Insecta,Odonata,Coenagrionidae,Xanthocnemis,zealandica,1097
432,Insecta,Hymenoptera,Colletidae,Colletes,inaequalis,1957
433,Insecta,Hymenoptera,Colletidae,Hylaeus,modestus,1196
434,Insecta,Diptera,Conopidae,Physocephala,tibialis,1704
435,Insecta,Odonata,Cordulegastridae,Cordulegaster,boltonii,1288
436,Insecta,Odonata,Cordulegastridae,Cordulegaster,diastatops,754
437,Insecta,Odonata,Cordulegastridae,Cordulegaster,obliqua,506
438,Insecta,Odonata,Cordulegastridae,Cordulegaster,maculata,667
439,Insecta,Odonata,Cordulegastridae,Cordulegaster,dorsalis,771
440,Insecta,Odonata,Corduliidae,Cordulia,aenea,1248
441,Insecta,Odonata,Corduliidae,Cordulia,shurtleffii,2398
442,Insecta,Odonata,Corduliidae,Dorocordulia,libera,1754
443,Insecta,Odonata,Corduliidae,Epitheca,princeps,2824
444,Insecta,Odonata,Corduliidae,Epitheca,canis,1299
445,Insecta,Odonata,Corduliidae,Epitheca,petechialis,647
446,Insecta,Odonata,Corduliidae,Epitheca,spinigera,1145
447,Insecta,Odonata,Corduliidae,Epitheca,cynosura,1666
448,Insecta,Odonata,Corduliidae,Hemicordulia,tau,2116
449,Insecta,Odonata,Corduliidae,Hemicordulia,australiae,1855
450,Insecta,Odonata,Corduliidae,Somatochlora,tenebrosa,596
451,Insecta,Hemiptera,Coreidae,Acanthocephala,alata,695
452,Insecta,Hemiptera,Coreidae,Acanthocephala,femorata,1381
453,Insecta,Hemiptera,Coreidae,Acanthocephala,terminalis,6537
454,Insecta,Hemiptera,Coreidae,Acanthocephala,declivis,5628
455,Insecta,Hemiptera,Coreidae,Anasa,tristis,989
456,Insecta,Hemiptera,Coreidae,Chelinidea,vittiger,612
457,Insecta,Hemiptera,Coreidae,Coreus,marginatus,8009
458,Insecta,Hemiptera,Coreidae,Euthochtha,galeator,1292
459,Insecta,Hemiptera,Coreidae,Gonocerus,acuteangulatus,1932
460,Insecta,Hemiptera,Coreidae,Hypselonotus,punctiventris,724
461,Insecta,Hemiptera,Coreidae,Hypselonotus,interruptus,699
462,Insecta,Hemiptera,Coreidae,Leptoglossus,oppositus,2643
463,Insecta,Hemiptera,Coreidae,Leptoglossus,phyllopus,5494
464,Insecta,Hemiptera,Coreidae,Leptoglossus,clypealis,1448
465,Insecta,Hemiptera,Coreidae,Leptoglossus,occidentalis,13073
466,Insecta,Hemiptera,Coreidae,Leptoglossus,zonatus,2442
467,Insecta,Hemiptera,Coreidae,Thasus,neocalifornicus,540
468,Insecta,Hemiptera,Coreidae,Thasus,gigas,1284
469,Insecta,Megaloptera,Corydalidae,Chauliodes,pectinicornis,1775
470,Insecta,Megaloptera,Corydalidae,Chauliodes,rastricornis,2509
471,Insecta,Megaloptera,Corydalidae,Corydalus,cornutus,2586
472,Insecta,Lepidoptera,Cosmopterigidae,Limnaecia,phragmitella,564
473,Insecta,Lepidoptera,Cossidae,Cossus,cossus,2268
474,Insecta,Lepidoptera,Cossidae,Prionoxystus,robiniae,1103
475,Insecta,Lepidoptera,Cossidae,Zeuzera,pyrina,1292
476,Insecta,Hymenoptera,Crabronidae,Bembix,americana,1172
477,Insecta,Hymenoptera,Crabronidae,Bicyrtes,quadrifasciatus,3544
478,Insecta,Hymenoptera,Crabronidae,Philanthus,gibbosus,2959
479,Insecta,Hymenoptera,Crabronidae,Philanthus,triangulum,2435
480,Insecta,Hymenoptera,Crabronidae,Sphecius,speciosus,6290
481,Insecta,Hymenoptera,Crabronidae,Trypoxylon,politum,1308
482,Insecta,Lepidoptera,Crambidae,Achyra,affinitalis,1280
483,Insecta,Lepidoptera,Crambidae,Achyra,rantalis,2730
484,Insecta,Lepidoptera,Crambidae,Agriphila,tristella,1524
485,Insecta,Lepidoptera,Crambidae,Agriphila,vulgivagellus,518
486,Insecta,Lepidoptera,Crambidae,Agriphila,straminella,1173
487,Insecta,Lepidoptera,Crambidae,Anageshna,primordialis,1154
488,Insecta,Lepidoptera,Crambidae,Anania,funebris,1080
489,Insecta,Lepidoptera,Crambidae,Anania,hortulata,2005
490,Insecta,Lepidoptera,Crambidae,Apogeshna,stenialis,321
491,Insecta,Lepidoptera,Crambidae,Argyria,lacteella,661
492,Insecta,Lepidoptera,Crambidae,Blepharomastix,ranalis,1158
493,Insecta,Lepidoptera,Crambidae,Chalcoela,iphitalis,675
494,Insecta,Lepidoptera,Crambidae,Chrysoteuchia,topiarius,1264
495,Insecta,Lepidoptera,Crambidae,Chrysoteuchia,culmella,2565
496,Insecta,Lepidoptera,Crambidae,Cnaphalocrocis,poeyalis,140
497,Insecta,Lepidoptera,Crambidae,Cnaphalocrocis,medinalis,428
498,Insecta,Lepidoptera,Crambidae,Conchylodes,ovulalis,695
499,Insecta,Lepidoptera,Crambidae,Crambus,perlella,858
500,Insecta,Lepidoptera,Crambidae,Crambus,agitatellus,3130
501,Insecta,Lepidoptera,Crambidae,Culladia,cuneiferellus,696
502,Insecta,Lepidoptera,Crambidae,Cydalima,perspectalis,4440
503,Insecta,Lepidoptera,Crambidae,Desmia,funeralis,851
504,Insecta,Lepidoptera,Crambidae,Diacme,adipaloides,471
505,Insecta,Lepidoptera,Crambidae,Diaphania,indica,672
506,Insecta,Lepidoptera,Crambidae,Diaphania,hyalinata,783
507,Insecta,Lepidoptera,Crambidae,Diastictis,fracturalis,1186
508,Insecta,Lepidoptera,Crambidae,Dicymolomia,julianalis,867
509,Insecta,Lepidoptera,Crambidae,Elophila,gyralis,549
510,Insecta,Lepidoptera,Crambidae,Elophila,obliteralis,2100
511,Insecta,Lepidoptera,Crambidae,Elophila,icciusalis,1017
512,Insecta,Lepidoptera,Crambidae,Euchromius,ocellea,1682
513,Insecta,Lepidoptera,Crambidae,Eustixia,pupula,532
514,Insecta,Lepidoptera,Crambidae,Evergestis,pallidata,584
515,Insecta,Lepidoptera,Crambidae,Glaphyria,sesquistrialis,1072
516,Insecta,Lepidoptera,Crambidae,Glyphodes,onychinalis,451
517,Insecta,Lepidoptera,Crambidae,Hellula,hydralis,527
518,Insecta,Lepidoptera,Crambidae,Herpetogramma,phaeopteralis,735
519,Insecta,Lepidoptera,Crambidae,Herpetogramma,licarsisalis,1400
520,Insecta,Lepidoptera,Crambidae,Herpetogramma,bipunctalis,644
521,Insecta,Lepidoptera,Crambidae,Hileithia,magualis,479
522,Insecta,Lepidoptera,Crambidae,Hygraula,nitens,698
523,Insecta,Lepidoptera,Crambidae,Hymenia,perspectalis,2350
524,Insecta,Lepidoptera,Crambidae,Lamprosema,victoriae,427
525,Insecta,Lepidoptera,Crambidae,Leucinodes,cordalis,606
526,Insecta,Lepidoptera,Crambidae,Lineodes,integra,1070
527,Insecta,Lepidoptera,Crambidae,Lygropia,rivulalis,543
528,Insecta,Lepidoptera,Crambidae,Maruca,vitrata,772
529,Insecta,Lepidoptera,Crambidae,Microcrambus,elegans,4127
530,Insecta,Lepidoptera,Crambidae,Microcrambus,biguttellus,474
531,Insecta,Lepidoptera,Crambidae,Microtheoris,vibicalis,476
532,Insecta,Lepidoptera,Crambidae,Microtheoris,ophionalis,434
533,Insecta,Lepidoptera,Crambidae,Mimoschinia,rufofascialis,532
534,Insecta,Lepidoptera,Crambidae,Nacoleia,rhoeoalis,999
535,Insecta,Lepidoptera,Crambidae,Nomophila,noctuella,1307
536,Insecta,Lepidoptera,Crambidae,Nomophila,nearctica,4596
537,Insecta,Lepidoptera,Crambidae,Orocrambus,flexuosellus,564
538,Insecta,Lepidoptera,Crambidae,Ostrinia,nubilalis,1031
539,Insecta,Lepidoptera,Crambidae,Palpita,quadristigmalis,1289
540,Insecta,Lepidoptera,Crambidae,Palpita,magniferalis,1168
541,Insecta,Lepidoptera,Crambidae,Palpita,vitrealis,791
542,Insecta,Lepidoptera,Crambidae,Pantographa,limata,938
543,Insecta,Lepidoptera,Crambidae,Parapediasia,teterrellus,995
544,Insecta,Lepidoptera,Crambidae,Parapoynx,badiusalis,745
545,Insecta,Lepidoptera,Crambidae,Parapoynx,diminutalis,433
546,Insecta,Lepidoptera,Crambidae,Parapoynx,maculalis,626
547,Insecta,Lepidoptera,Crambidae,Parapoynx,allionealis,710
548,Insecta,Lepidoptera,Crambidae,Patania,ruralis,1696
549,Insecta,Lepidoptera,Crambidae,Perispasta,caeculalis,587
550,Insecta,Lepidoptera,Crambidae,Petrophila,jaliscalis,1248
551,Insecta,Lepidoptera,Crambidae,Petrophila,bifascialis,676
552,Insecta,Lepidoptera,Crambidae,Pyrausta,tyralis,1065
553,Insecta,Lepidoptera,Crambidae,Pyrausta,aurata,1924
554,Insecta,Lepidoptera,Crambidae,Pyrausta,inornatalis,1316
555,Insecta,Lepidoptera,Crambidae,Pyrausta,acrionalis,1240
556,Insecta,Lepidoptera,Crambidae,Pyrausta,purpuralis,720
557,Insecta,Lepidoptera,Crambidae,Pyrausta,signatalis,512
558,Insecta,Lepidoptera,Crambidae,Pyrausta,volupialis,788
559,Insecta,Lepidoptera,Crambidae,Pyrausta,despicata,2122
560,Insecta,Lepidoptera,Crambidae,Pyrausta,bicoloralis,604
561,Insecta,Lepidoptera,Crambidae,Pyrausta,laticlavia,1015
562,Insecta,Lepidoptera,Crambidae,Pyrausta,orphisalis,675
563,Insecta,Lepidoptera,Crambidae,Samea,multiplicalis,662
564,Insecta,Lepidoptera,Crambidae,Samea,baccatalis,682
565,Insecta,Lepidoptera,Crambidae,Samea,ecclesialis,1113
566,Insecta,Lepidoptera,Crambidae,Sameodes,cancellalis,564
567,Insecta,Lepidoptera,Crambidae,Scoparia,biplagialis,1347
568,Insecta,Lepidoptera,Crambidae,Sitochroa,palealis,1699
569,Insecta,Lepidoptera,Crambidae,Spoladea,recurvalis,6994
570,Insecta,Lepidoptera,Crambidae,Syngamia,florella,1278
571,Insecta,Lepidoptera,Crambidae,Udea,rubigalis,5827
572,Insecta,Lepidoptera,Crambidae,Udea,ferrugalis,1184
573,Insecta,Lepidoptera,Crambidae,Uresiphita,reversalis,1941
574,Insecta,Lepidoptera,Crambidae,Urola,nivalis,2914
575,Insecta,Diptera,Culicidae,Aedes,vexans,825
576,Insecta,Diptera,Culicidae,Aedes,albopictus,3552
577,Insecta,Diptera,Culicidae,Aedes,aegypti,2150
578,Insecta,Diptera,Culicidae,Culex,quinquefasciatus,790
579,Insecta,Diptera,Culicidae,Psorophora,ciliata,1125
580,Insecta,Coleoptera,Curculionidae,Cactophagus,spinolae,634
581,Insecta,Coleoptera,Curculionidae,Cyrtepistomus,castaneus,1915
582,Insecta,Coleoptera,Curculionidae,Diaprepes,abbreviatus,791
583,Insecta,Coleoptera,Curculionidae,Larinus,carlinae,696
584,Insecta,Coleoptera,Curculionidae,Otiorhynchus,sulcatus,2674
585,Insecta,Coleoptera,Curculionidae,Pantomorus,cervinus,1550
586,Insecta,Coleoptera,Curculionidae,Phyllobius,pomaceus,1506
587,Insecta,Coleoptera,Curculionidae,Polydrusus,formosus,3780
588,Insecta,Coleoptera,Curculionidae,Rhodobaenus,quinquepunctatus,701
589,Insecta,Coleoptera,Curculionidae,Rhynchophorus,ferrugineus,784
590,Insecta,Hemiptera,Cydnidae,Sehirus,cinctus,2771
591,Insecta,Hymenoptera,Cynipidae,Amphibolips,quercusjuglans,1261
592,Insecta,Hymenoptera,Cynipidae,Amphibolips,quercuspomiformis,1521
593,Insecta,Hymenoptera,Cynipidae,Amphibolips,confluenta,1856
594,Insecta,Hymenoptera,Cynipidae,Andricus,quercuscalifornicus,3416
595,Insecta,Hymenoptera,Cynipidae,Andricus,kingi,1253
596,Insecta,Hymenoptera,Cynipidae,Callirhytis,seminator,1938
597,Insecta,Hymenoptera,Cynipidae,Cynips,douglasii,1096
598,Insecta,Hymenoptera,Cynipidae,Diplolepis,polita,1094
599,Insecta,Hymenoptera,Cynipidae,Diplolepis,rosae,3717
600,Insecta,Lepidoptera,Depressariidae,Agonopterix,alstroemeriana,129
601,Insecta,Lepidoptera,Depressariidae,Carcina,quercana,523
602,Insecta,Lepidoptera,Depressariidae,Machimia,tentoriferella,848
603,Insecta,Coleoptera,Dermestidae,Anthrenus,verbasci,4357
604,Insecta,Coleoptera,Dermestidae,Dermestes,lardarius,1353
605,Insecta,Phasmida,Diapheromeridae,Diapheromera,femorata,3009
606,Insecta,Phasmida,Diapheromeridae,Megaphasma,denticrus,888
607,Insecta,Hymenoptera,Diprionidae,Diprion,similis,1168
608,Insecta,Lepidoptera,Drepanidae,Drepana,arcuata,2176
609,Insecta,Lepidoptera,Drepanidae,Drepana,falcataria,565
610,Insecta,Lepidoptera,Drepanidae,Drepana,bilineata,736
611,Insecta,Lepidoptera,Drepanidae,Habrosyne,pyritoides,632
612,Insecta,Lepidoptera,Drepanidae,Habrosyne,scripta,1167
613,Insecta,Lepidoptera,Drepanidae,Oreta,rosea,1120
614,Insecta,Lepidoptera,Drepanidae,Pseudothyatira,cymatophoroides,1169
615,Insecta,Lepidoptera,Drepanidae,Thyatira,batis,900
616,Insecta,Lepidoptera,Drepanidae,Watsonalla,binaria,486
617,Insecta,Lepidoptera,Drepanidae,Watsonalla,cultraria,221
618,Insecta,Blattodea,Ectobiidae,Pseudomops,septentrionalis,876
619,Insecta,Coleoptera,Elateridae,Agrypnus,murinus,1833
620,Insecta,Coleoptera,Elateridae,Alaus,lusciosus,432
621,Insecta,Coleoptera,Elateridae,Alaus,oculatus,5417
622,Insecta,Mantodea,Empusidae,Empusa,pennata,1184
623,Insecta,Ephemeroptera,Ephemeridae,Hexagenia,limbata,819
624,Insecta,Lepidoptera,Erebidae,Achaea,janata,695
625,Insecta,Lepidoptera,Erebidae,Allotria,elonympha,561
626,Insecta,Lepidoptera,Erebidae,Amata,huebneri,1144
627,Insecta,Lepidoptera,Erebidae,Amata,phegea,1850
628,Insecta,Lepidoptera,Erebidae,Anticarsia,gemmatalis,2133
629,Insecta,Lepidoptera,Erebidae,Apantesis,virguncula,660
630,Insecta,Lepidoptera,Erebidae,Apantesis,phalerata,1016
631,Insecta,Lepidoptera,Erebidae,Apantesis,proxima,662
632,Insecta,Lepidoptera,Erebidae,Apantesis,parthenice,507
633,Insecta,Lepidoptera,Erebidae,Apantesis,virgo,1052
634,Insecta,Lepidoptera,Erebidae,Apantesis,ornata,760
635,Insecta,Lepidoptera,Erebidae,Apantesis,arge,449
636,Insecta,Lepidoptera,Erebidae,Arachnis,picta,500
637,Insecta,Lepidoptera,Erebidae,Arctia,virginalis,480
638,Insecta,Lepidoptera,Erebidae,Arctia,parthenos,536
639,Insecta,Lepidoptera,Erebidae,Arctia,plantaginis,498
640,Insecta,Lepidoptera,Erebidae,Arctia,caja,2420
641,Insecta,Lepidoptera,Erebidae,Arctia,villica,1381
642,Insecta,Lepidoptera,Erebidae,Ascalapha,odorata,7389
643,Insecta,Lepidoptera,Erebidae,Asota,heliconia,391
644,Insecta,Lepidoptera,Erebidae,Asota,caricae,584
645,Insecta,Lepidoptera,Erebidae,Atolmis,rubricollis,520
646,Insecta,Lepidoptera,Erebidae,Bleptina,caradrinalis,1202
647,Insecta,Lepidoptera,Erebidae,Brunia,antica,318
648,Insecta,Lepidoptera,Erebidae,Bulia,deducta,484
649,Insecta,Lepidoptera,Erebidae,Caenurgia,chloropha,1088
650,Insecta,Lepidoptera,Erebidae,Caenurgina,erechtea,2179
651,Insecta,Lepidoptera,Erebidae,Caenurgina,crassiuscula,807
652,Insecta,Lepidoptera,Erebidae,Callimorpha,dominula,1341
653,Insecta,Lepidoptera,Erebidae,Callistege,mi,686
654,Insecta,Lepidoptera,Erebidae,Calliteara,pudibunda,3231
655,Insecta,Lepidoptera,Erebidae,Catocala,ultronia,1235
656,Insecta,Lepidoptera,Erebidae,Catocala,ilia,1927
657,Insecta,Lepidoptera,Erebidae,Catocala,piatrix,796
658,Insecta,Lepidoptera,Erebidae,Catocala,concumbens,554
659,Insecta,Lepidoptera,Erebidae,Catocala,relicta,1324
660,Insecta,Lepidoptera,Erebidae,Catocala,amatrix,854
661,Insecta,Lepidoptera,Erebidae,Catocala,grynea,447
662,Insecta,Lepidoptera,Erebidae,Catocala,cara,545
663,Insecta,Lepidoptera,Erebidae,Catocala,micronympha,788
664,Insecta,Lepidoptera,Erebidae,Catocala,nupta,958
665,Insecta,Lepidoptera,Erebidae,Catocala,lineella,458
666,Insecta,Lepidoptera,Erebidae,Catocala,maestosa,1225
667,Insecta,Lepidoptera,Erebidae,Catocala,vidua,427
668,Insecta,Lepidoptera,Erebidae,Catocala,neogama,938
669,Insecta,Lepidoptera,Erebidae,Chytolita,morbidalis,1628
670,Insecta,Lepidoptera,Erebidae,Cisseps,fulvicollis,6524
671,Insecta,Lepidoptera,Erebidae,Cisthene,plumbea,652
672,Insecta,Lepidoptera,Erebidae,Cisthene,tenuifascia,828
673,Insecta,Lepidoptera,Erebidae,Clemensia,albata,883
674,Insecta,Lepidoptera,Erebidae,Crambidia,pallida,499
675,Insecta,Lepidoptera,Erebidae,Creatonotos,transiens,604
676,Insecta,Lepidoptera,Erebidae,Creatonotos,gangis,334
677,Insecta,Lepidoptera,Erebidae,Ctenucha,virginica,5893
678,Insecta,Lepidoptera,Erebidae,Cycnia,collaris,446
679,Insecta,Lepidoptera,Erebidae,Cycnia,tenera,1960
680,Insecta,Lepidoptera,Erebidae,Cyligramma,latona,572
681,Insecta,Lepidoptera,Erebidae,Dasychira,chekiangensis,412
682,Insecta,Lepidoptera,Erebidae,Dasypodia,cymatodes,385
683,Insecta,Lepidoptera,Erebidae,Diacrisia,sannio,1024
684,Insecta,Lepidoptera,Erebidae,Dysgonia,algira,833
685,Insecta,Lepidoptera,Erebidae,Dysschema,howardi,326
686,Insecta,Lepidoptera,Erebidae,Eilema,depressa,538
687,Insecta,Lepidoptera,Erebidae,Eilema,sororcula,577
688,Insecta,Lepidoptera,Erebidae,Eilema,lurideola,786
689,Insecta,Lepidoptera,Erebidae,Erebus,ephesperis,495
690,Insecta,Lepidoptera,Erebidae,Estigmene,acrea,8183
691,Insecta,Lepidoptera,Erebidae,Eubolina,impartialis,645
692,Insecta,Lepidoptera,Erebidae,Euchaetes,egle,7835
693,Insecta,Lepidoptera,Erebidae,Euclidia,glyphica,2448
694,Insecta,Lepidoptera,Erebidae,Euclidia,cuspidea,413
695,Insecta,Lepidoptera,Erebidae,Eudocima,phalonia,830
696,Insecta,Lepidoptera,Erebidae,Euparthenos,nubilis,410
697,Insecta,Lepidoptera,Erebidae,Euplagia,quadripunctaria,4492
698,Insecta,Lepidoptera,Erebidae,Euproctis,chrysorrhoea,1014
699,Insecta,Lepidoptera,Erebidae,Gnophaela,vermiculata,948
700,Insecta,Lepidoptera,Erebidae,Halone,sejuncta,549
701,Insecta,Lepidoptera,Erebidae,Halysidota,tessellaris,10848
702,Insecta,Lepidoptera,Erebidae,Halysidota,harrisii,2485
703,Insecta,Lepidoptera,Erebidae,Haploa,clymene,2002
704,Insecta,Lepidoptera,Erebidae,Haploa,lecontei,640
705,Insecta,Lepidoptera,Erebidae,Haploa,confusa,720
706,Insecta,Lepidoptera,Erebidae,Hypena,manalis,441
707,Insecta,Lepidoptera,Erebidae,Hypena,bijugalis,440
708,Insecta,Lepidoptera,Erebidae,Hypena,deceptalis,342
709,Insecta,Lepidoptera,Erebidae,Hypena,madefactalis,647
710,Insecta,Lepidoptera,Erebidae,Hypena,abalienalis,421
711,Insecta,Lepidoptera,Erebidae,Hypena,proboscidalis,1638
712,Insecta,Lepidoptera,Erebidae,Hypena,baltimoralis,1765
713,Insecta,Lepidoptera,Erebidae,Hypena,scabra,11075
714,Insecta,Lepidoptera,Erebidae,Hypena,palparia,710
715,Insecta,Lepidoptera,Erebidae,Hypercompe,oslari,204
716,Insecta,Lepidoptera,Erebidae,Hypercompe,scribonia,8257
717,Insecta,Lepidoptera,Erebidae,Hyphantria,cunea,8776
718,Insecta,Lepidoptera,Erebidae,Hypoprepia,fucosa,3940
719,Insecta,Lepidoptera,Erebidae,Hypoprepia,miniata,634
720,Insecta,Lepidoptera,Erebidae,Hypsoropha,hormos,512
721,Insecta,Lepidoptera,Erebidae,Idia,rotundalis,495
722,Insecta,Lepidoptera,Erebidae,Idia,lubricalis,1164
723,Insecta,Lepidoptera,Erebidae,Idia,aemula,5083
724,Insecta,Lepidoptera,Erebidae,Idia,americalis,3904
725,Insecta,Lepidoptera,Erebidae,Isogona,tenuis,933
726,Insecta,Lepidoptera,Erebidae,Lascoria,ambigualis,1696
727,Insecta,Lepidoptera,Erebidae,Laspeyria,flexula,624
728,Insecta,Lepidoptera,Erebidae,Leucoma,salicis,896
729,Insecta,Lepidoptera,Erebidae,Lithosia,quadra,1183
730,Insecta,Lepidoptera,Erebidae,Lophocampa,argentata,1560
731,Insecta,Lepidoptera,Erebidae,Lophocampa,maculata,5000
732,Insecta,Lepidoptera,Erebidae,Lophocampa,annulosa,377
733,Insecta,Lepidoptera,Erebidae,Lophocampa,caryae,7783
734,Insecta,Lepidoptera,Erebidae,Lycomorpha,pholus,1049
735,Insecta,Lepidoptera,Erebidae,Lymantria,dispar,16882
736,Insecta,Lepidoptera,Erebidae,Lymantria,monacha,952
737,Insecta,Lepidoptera,Erebidae,Melipotis,acontioides,767
738,Insecta,Lepidoptera,Erebidae,Melipotis,jucunda,880
739,Insecta,Lepidoptera,Erebidae,Melipotis,indomita,2520
740,Insecta,Lepidoptera,Erebidae,Melipotis,cellaris,1182
741,Insecta,Lepidoptera,Erebidae,Metalectra,discalis,568
742,Insecta,Lepidoptera,Erebidae,Metria,amella,674
743,Insecta,Lepidoptera,Erebidae,Miltochrista,miniata,803
744,Insecta,Lepidoptera,Erebidae,Mocis,marcida,559
745,Insecta,Lepidoptera,Erebidae,Mocis,frugalis,652
746,Insecta,Lepidoptera,Erebidae,Mocis,latipes,688
747,Insecta,Lepidoptera,Erebidae,Nigetia,formosalis,480
748,Insecta,Lepidoptera,Erebidae,Nyctemera,amicus,995
749,Insecta,Lepidoptera,Erebidae,Nyctemera,adversata,668
750,Insecta,Lepidoptera,Erebidae,Nyctemera,baulus,842
751,Insecta,Lepidoptera,Erebidae,Nyctemera,annulata,733
752,Insecta,Lepidoptera,Erebidae,Orgyia,detrita,1225
753,Insecta,Lepidoptera,Erebidae,Orgyia,vetusta,401
754,Insecta,Lepidoptera,Erebidae,Orgyia,postica,720
755,Insecta,Lepidoptera,Erebidae,Orgyia,leucostigma,6736
756,Insecta,Lepidoptera,Erebidae,Orgyia,definita,1309
757,Insecta,Lepidoptera,Erebidae,Orgyia,antiqua,2422
758,Insecta,Lepidoptera,Erebidae,Orvasca,subnotata,540
759,Insecta,Lepidoptera,Erebidae,Palthis,angulalis,2836
760,Insecta,Lepidoptera,Erebidae,Palthis,asopialis,3447
761,Insecta,Lepidoptera,Erebidae,Pangrapta,decoralis,816
762,Insecta,Lepidoptera,Erebidae,Panopoda,carneicosta,1075
763,Insecta,Lepidoptera,Erebidae,Panopoda,rufimargo,1752
764,Insecta,Lepidoptera,Erebidae,Pantydia,sparsa,492
765,Insecta,Lepidoptera,Erebidae,Parallelia,bistriaris,1910
766,Insecta,Lepidoptera,Erebidae,Pareuchaetes,insulata,610
767,Insecta,Lepidoptera,Erebidae,Perina,nuda,601
768,Insecta,Lepidoptera,Erebidae,Phalaenophana,pyramusalis,1472
769,Insecta,Lepidoptera,Erebidae,Phalaenostola,larentioides,873
770,Insecta,Lepidoptera,Erebidae,Philenora,aspectalella,512
771,Insecta,Lepidoptera,Erebidae,Phoberia,atomaris,813
772,Insecta,Lepidoptera,Erebidae,Phragmatobia,fuliginosa,3568
773,Insecta,Lepidoptera,Erebidae,Phyprosopus,callitrichoides,476
774,Insecta,Lepidoptera,Erebidae,Plusiodonta,compressipalpis,2296
775,Insecta,Lepidoptera,Erebidae,Pyrrharctia,isabella,21859
776,Insecta,Lepidoptera,Erebidae,Renia,flavipunctalis,592
777,Insecta,Lepidoptera,Erebidae,Rhapsa,scotosialis,628
778,Insecta,Lepidoptera,Erebidae,Rivula,propinqualis,1527
779,Insecta,Lepidoptera,Erebidae,Rivula,sericealis,1438
780,Insecta,Lepidoptera,Erebidae,Scolecocampa,liburna,804
781,Insecta,Lepidoptera,Erebidae,Scoliopteryx,libatrix,2475
782,Insecta,Lepidoptera,Erebidae,Selenisa,sueroides,360
783,Insecta,Lepidoptera,Erebidae,Sphrageidus,similis,944
784,Insecta,Lepidoptera,Erebidae,Spilosoma,curvata,648
785,Insecta,Lepidoptera,Erebidae,Spilosoma,congrua,777
786,Insecta,Lepidoptera,Erebidae,Spilosoma,virginica,5048
787,Insecta,Lepidoptera,Erebidae,Spilosoma,lutea,992
788,Insecta,Lepidoptera,Erebidae,Spilosoma,lubricipeda,1608
789,Insecta,Lepidoptera,Erebidae,Syntomeida,epilais,1312
790,Insecta,Lepidoptera,Erebidae,Syntomoides,imaon,764
791,Insecta,Lepidoptera,Erebidae,Tetanolita,mynesalis,1584
792,Insecta,Lepidoptera,Erebidae,Trigonodes,hyppasia,512
793,Insecta,Lepidoptera,Erebidae,Tyria,jacobaeae,6282
794,Insecta,Lepidoptera,Erebidae,Utetheisa,pulchella,890
795,Insecta,Lepidoptera,Erebidae,Utetheisa,ornatrix,1856
796,Insecta,Lepidoptera,Erebidae,Virbia,aurantiaca,682
797,Insecta,Lepidoptera,Erebidae,Virbia,laeta,506
798,Insecta,Lepidoptera,Erebidae,Zale,horrida,638
799,Insecta,Lepidoptera,Erebidae,Zale,lunata,2187
